,date,headline
681,2017-12-11,Bitcoin Platinum Turns Out to Be a Scam 
682,2017-12-11,ETF Fund Provider VanEck Files Bitcoin ETF Application 
683,2017-12-11,Victory Square Technologies Reveals Blockchain-Based Portfolio Company 
684,2017-12-10,Bitcoin Prices Surge After CBOE Begins Futures Trading 
685,2017-12-09,A Parcel Bomber in Germany Just Demanded His/Her Ransom to be Paid in Bitcoin 
686,2017-12-09,Tyler and Cameron Winklevoss Forecast the Bitcoin Market will Pass Trillions of Dollars 
687,2017-12-09,Bitcoin Community Raises $1.6M for Bitcoin Expert Andreas Antonopoulos 
688,2017-12-08,Altcoins Soaring As Bitcoin Suffers? 
689,2017-12-08,Craigslist Now Offers Cryptocurrency Payment Requests 
690,2017-12-08,Is Bitcoin Like The American Revolution Currency? 
691,2017-12-08,Litecoin Up Above 30 Percent In Just 24 Hours 
692,2017-12-08,Lionel Messi: The Latest Blockchain Enthusiast 
693,2017-12-07,Bulgarian Law Enforcement Holding $3 Billion of Bitcoin of Bitcoin 
694,2017-12-07,Valve No Longer Accepts Bitcoin as Payment 
695,2017-12-07,Coinbase Not Growing Fast Enough? 
696,2017-12-07,Wall Street Banks are Saying ‘No’ to the Bitcoin Futures Contracts 
697,2017-12-07,Bank of America Gets Approval Of Cryptocurrency Exchange Patent 
698,2017-12-07,Bitcoin Marketplace NiceHash Hacked – Over $64 Million Stolen 
699,2017-12-07,"Bitcoin Reaches Above $19,500 On GDAX, Smashes Records "
700,2017-12-07,"Bitcoin To Become Legal In Russia, Mining Might Be Illegal "
701,2017-12-07,"Bitcoin Back Above $18,000 After Coinbase and GDAX Crash "
702,2017-12-06,"Breaking! BITCOIN Grows 20% In Just 24 Hours, Smashing Above $14,000 "
703,2017-12-06,Cryptocurrency Market Now Worth More Than JPMorgan 
704,2017-12-06,Federal Reserve Nominee Driving Up Bitcoin’s Price? 
705,2017-12-06, UK Singer Lilly Allen Could’ve Been A Billionaire With Bitcoin Gig 
706,2017-12-06,"Revolut App Will Now Support Bitcoin, Ether, and Litecoin "
707,2017-12-06,UK Rolls-Royce Owner Puts Car Up For Sale In Exchange For Bitcoin 
708,2017-12-06,"$96 Million Of Bitcoin Burried At A Landfill, Owner Plans To Dig It Up "
709,2017-12-06,"Bitcoin Reaches $13,000, How High Will It Go? "
710,2017-12-06,IOTA On The Rise: Passes Ripple And Breaks Yet Another Record 
711,2017-12-06,Paypal Co-Founder Fan Of Blockchain But Still Unsure About Bitcoin 
712,2017-12-06,South Africa Now Allows Traffic Fines to be Paid by Bitcoin 
713,2017-12-06,New App Developed to Warn of Bitcoin Crash 
714,2017-12-06,Airline Carrier Now Accepting Bitcoin and Ethereum Payments 
715,2017-12-06,Hedge Funds May Begin Betting Against Bitcoin 
716,2017-12-06,Victory Square Joins Market-Leading Blockchain Investment Organization 
717,2017-12-06,Victory Square Selected to Join Elite Investment Group: Blockchain Investors Consortium 
718,2017-12-05,Bitfinex Plans to Sue Critics 
719,2017-12-05,"Mariah Carey, Toby Keith, and Sia Are Now Selling Albums For Monero "
720,2017-12-05,"Bitcoin Hits $12,000 And Reaches Above $200 Billion "
721,2017-12-05,Monero Above $240 Smashing Records 
722,2017-12-04,Indonesia Will Ban Bitcoin in 2018 
723,2017-12-04,Bitcoin Mining Could Consume All of the World’s Electricity Supply By 2020 
724,2017-12-04,Tesla S Owner Mines Bitcoin In The Trunk Of His Car 
725,2017-12-04,IOTA Up 55% And Has Just Passed DASH 
726,2017-12-04,19.9 Percent Of Americans ‘Underbanked’ And Coinsource Launches 20 New Bitcoin ATMs 
727,2017-12-04,Russian Santa Upset With Putin’s Crypto Stance 
728,2017-12-04,Four New Blockchain Bills Just Filed By NY Assemblyman 
729,2017-12-04,"Bitcoin Still Above $11,000 "
730,2017-12-04,Bitcoin Just Made The US Olympic Winklevoss Twins Billionaires 
731,2017-12-04,CryptoKitties Etherum Based Crypto Game Racks in $3 Million 
732,2017-12-04,The Philippines Plans to Regulate ICOs 
733,2017-12-03,CME Group Ready to Conclude Integration of its Bitcoin Futures Exchange by Dec. 17 
734,2017-12-03,Billionaire Ken Griffin Compares Bitcoin’s Price to Dutch Tulip Bulb Market Bubble 
735,2017-12-03,MGT Capital’s John McAfee Increases 2020 Bitcoin Price Target to $1M 
736,2017-12-03,"Bitcoin Reaches New High By Exceeding $11,700 Mark "
737,2017-12-02,Finance Minister of India Says Cryptocurrencies Are Not a Legal Tender 
738,2017-12-02,U.S. Senate Working On Bill S.1241; A Proposed Law That Will Criminalize the Suppression of Digital Currencies Ownership 
739,2017-12-02,Press Secretary Sanders Confirms White House is Watching Bitcoin 
740,2017-12-02,Nobel Laureate Robert J. Shiller Believes Bitcoin Will Crash 
741,2017-12-01,Bitcoin Futures Get The Green Light 
742,2017-12-01,You Can Now Pay Your Rent With Cryptocurrency 
743,2017-12-01,‘Microraiden’ Is Live On The Ethereum Blockchain 
744,2017-12-01,"How did Bitcoin Reach $10,000? "
745,2017-12-01,"Bitcoin Back Above $10,500 "
746,2017-11-30,Dr. Joseph Stiglitz Declares That Bitcoin Should be Banned 
747,2017-11-30,"Back In The Green, Top Cryptocurrencies On The Rise Once More "
748,2017-11-30,PwC Accepts First Bitcoin Payment 
749,2017-11-30,Turkey Declares Bitcoin “Not Compatible” for Muslims 
750,2017-11-30,Goldman CEO View: Bitcoin Not Valid Currency 
751,2017-11-30,Bitcoin Gold Attacked by Hackers 
752,2017-11-30,Litecoin Said to Be Bitcoin’s Biggest Competition 
753,2017-11-30,Will Ripple Pass Bitcoin? 
754,2017-11-30,"BREAKING: IRS Cracks Down On CoinBase and 14,355 Users Will Be Reported "
755,2017-11-30,Blockstack Evades Phishing Attack on ICO 
756,2017-11-30,Gibraltar Makes Massive Announcement at BlockShow Asia 2017 
757,2017-11-30,"Breaking News! Bitcoin’s Value Drops $2,000 "
758,2017-11-30,Sir Jon Cunliffe: Bitcoin is No Threat to the Worldwide Economy 
759,2017-11-30,Ukrainian Shipper Negotiating First Ever Bitcoin Transaction 
760,2017-11-30,South Korea Close to Finishing Regulatory Drafts for Bitcoin Exchanges 
761,2017-11-29,Bitcoin Cash Will Be Increasing Its Block Size Even More in the New Year 
762,2017-11-29,A New Blockchain ETF Filed for SEC Approval 
763,2017-11-29,"DASH Reaches $800, up 17% "
764,2017-11-29,Ethereum Reaches New All-Time High 
765,2017-11-29,"Bitcoin Passes $11,000 "
766,2017-11-29,IOTA Creating New Blockchain Technology 
767,2017-11-28,TechCrunch Founder Michael Arrington to Raise $100M for Ripple Hedge Fund 
768,2017-11-28,Bitcoin Wallet App Maker Abra Announces the Integration of Ethereum 
769,2017-11-28,"Bitcoin’s Market Value Just Passed Disney, Yes Disney "
770,2017-11-28,The Search for Bitcoin Founder Satoshi Nakamoto Continues 
771,2017-11-28,Modernizing of the AML Laws May Have Criminal Effects on Cryptocurrency Future Trading 
772,2017-11-28,More People than Ever Before Looking Up Bitcoin on the Internet 
773,2017-11-28,BBVA Joins Forces with Blockchain Company Waves to Create Shipping Solution 
774,2017-11-28,SingularityNET Discloses $36 Million ICO to Fund its AI Platform 
775,2017-11-28,Will the Oversupply of Bitcoin Burst the Bubble? One Analyst Says Yes 
776,2017-11-28,Tesla’s CEO Elon Musk the creator of Bitcoin? 
777,2017-11-28,"Bitcoin Reaches $10,000 "
778,2017-11-28,Ethereum Price Gains Help Sales of NVIDIA’s GPUs 
779,2017-11-28,World’s Largest Bitcoin Exchange From Tokyo bitFlyer: Enters US Market 
780,2017-11-27,Bitcoin Exchange Coinbase Surpasses Stock Brokerage Schwab in Active Users 
781,2017-11-27,Bitcoin Gold May Drop 
782,2017-11-27,Bitcoin To Become a Safe Haven For Investors During Next StockMarket Crash? 
783,2017-11-27,The Bitcoin Mining Network’s Estimated Power Use Exceeds That of 19 European Countries 
784,2017-11-27,Bitcoin To Reach 12.6 Million Viewers On Popular ‘Big Bang Theory’ Tv Show 
785,2017-11-27,"Bitcoin Price At Second New All-Time High in Past 24 Hours: $9,771 "
786,2017-11-27,$490: Ethereum Reaches New Record High And Climbing 
787,2017-11-27,Blockchain Making Stocks Soar 
788,2017-11-27,Breaking: Litecoin Reaches High 
789,2017-11-27,Seoul Government Officially Selects Samsung SDS for Municipal Blockchain Implementation 
790,2017-11-27,Bitcoin Exchange Platform Coinbase Becomes #1 Trending iOS App 
791,2017-11-27,Iran Welcomes the Use of Bitcoin Through Regulation 
792,2017-11-27,Credit Suisse Predicts Square App to See Notable $30 Million Revenue Gains Due to Bitcoin Incorporation 
793,2017-11-27,"Lost Hard Drive Full of 7,500 Bitcoins Now Worth $72 Million "
794,2017-11-27,GPU Manufacturing Companies Benefit from Boost in Bitcoin 
795,2017-11-24,"Another Crypto Heist? This Time It’s 100,000 Euros In Austria "
796,2017-11-24,Ether: Another Record Broken and Still Rising 
797,2017-11-24,"Blockchain Meets The Skies, Air New Zealand Initiates Partnership "
798,2017-11-24,Swiss National Bank Chairman: Cryptocurrency Is Just An Investment and Not An Actual Currency 
799,2017-11-23,Bitcoin Cash Back Above $1500 
800,2017-11-23,Breaking: Ether Smashed Its Record Today At Over $400 
801,2017-11-23,"Keiser Predicts Bitcoin To Reach $100,000 "
802,2017-11-22,Ripple: Cross Border Payments Initiated Between Singapore and India 
803,2017-11-22,Breaking: First Bitcoin Mutual Fund Launches In Europe 
804,2017-11-22,Morocco Bans Cryptocurrency 
805,2017-11-22,UBER: Yet Another Hack Mobile Wallets At Risk? 
806,2017-11-22,Breaking: Monero Hits All-Time High 
807,2017-11-21,Hacker Completely Crippled Sacramento Regional Transit and Ransomed For One Bitcoin 
808,2017-11-21,Another Heist? $30 Million Worth Of Bitcoin Stolen on Tether 
809,2017-11-21,Blockchain and Bitcoin Smash Records 
810,2017-11-21,Do You Have An Android Cryptocurrency Wallet? You May Be At Risk 
811,2017-11-21,"BREAKING! Ethereum Based ICO Runs Away With $375,000  "
812,2017-11-20,"Capital Management Founder Projects Bitcoin To Reach $400,000 "
813,2017-11-20,Russia: Bitcoin Will “Never” Be Legal 
814,2017-11-20,CME Bitcoin Trades Set For December 11th 
815,2017-11-20,Square: Credit Suisse Analyst Says Company Will Make $30 Million From Bitcoin 
816,2017-11-20,"All-Time High: Bitcoin Breaks Over $8,200 "
817,2017-11-17,First Bitcoin Litecoin Network Swap Success 
818,2017-11-17,"BREAKING: Bitcoin Reaches $8,000 "
819,2017-11-17,Switzerland: Two New Bitcoin Futures Projects Emerge 
820,2017-11-17,Harry Potter Themed Cryptocurrency Initiates Test Launch 
821,2017-11-16,How high does Bitcoin’s prices have to reach before the typical Bitcoin investor sells it? 
822,2017-11-16,Bitcoin Cash Crumble? 
823,2017-11-16,Breaking: Top Audit Firm Joins The Blockchain Alliance 
824,2017-11-16,Breaking: American Express Has Entered The Blockchain Arena 
825,2017-11-16,Japan Passed China and Is Now Leading The Way In Cryptocurrency 
826,2017-11-16,Morgan Stanley CEO Rips Bitcoin 
827,2017-11-15,Extradition Bitcoin Laundering Hearing Causing Rift Between US And Russia Courts 
828,2017-11-15,Breaking: Square Inc Making BIG Moves With Bitcoin 
829,2017-11-15,$100 Billion UK Hedgefund Exploring Bitcoin 
830,2017-11-15,Canada: 2018 Blockchain Digital Identification 
831,2017-11-15,"Bitcoin Is On The Rise, Back Above $7000 "
832,2017-11-15,"$160 Million Frozen, No End In Sight "
833,2017-11-14,Russian Central Bank Official Commends ICOs for Possible Funding Opportunities 
834,2017-11-14,Bitcoin: Zimbabwe’s Only Hope? 
835,2017-11-14,Credit Card Giant Mastercard Applies for Instant Blockchain Payments Patent 
836,2017-11-14,Wall Street Ready For Bitcoin Futures Introduction 
837,2017-11-14,"Chinese Ban on Bitcoin Mining Rumors Circulate, Amidst Official Document Releases "
838,2017-11-14,SEC’s Chief Accountant: Auditors Focus Should Be On Blockchain Technology 
839,2017-11-14,NVIDIA’s Crypto Mining Sales Drop Half 
840,2017-11-14,"Bitcoin Cash Upgrade Complete, Bitcoin In Trouble? "
841,2017-11-14,Bitcoin Death Spiral? 
842,2017-11-10,US Customs and Border Patrol Embrace Blockchain 
843,2017-11-10,European Central Bank “Closely” Monitoring Cryptocurrency 
844,2017-11-10,"Bitcoin Cash: Up 49%, could it be the new Bitcoin by mid 2018? "
845,2017-11-10,"BREAKING: Bitcoin falls below $7,000! "
846,2017-11-10,"Bitcoin Is Not A Bubble, Here’s Why "
847,2017-11-09,Study Finds: One-In-Four Millennials Ditching Stocks For Bitcoin 
848,2017-11-09,"Your Private Crypto Keys Safe, For Now "
849,2017-11-08,Breaking: Monaco Cryptocurrency Card Backed By Visa 
850,2017-11-08,Can A Bubble Be A Good Thing? ConsenSys CEO Seems To Think So 
851,2017-11-08,Ethereum Melt Down! $300 Million in Funds ‘Accidentally’ Frozen by One User 
852,2017-11-08,"Hard Fork News: Bitcoin SegWit2x Suspended, Price Jumps "
853,2017-11-06,Can You Make a Fortune out of Bitcoin? Richard Branson and Bill Gates Seem to Think So 
854,2017-11-03,"Where to keep up with Ethereum’s Fork, real-time. "
855,2017-11-03,"BREAKING: Bitcoin Soars 6% to $7,400 in just 24 hours "
856,2017-11-02,Status: Ethereum Mobile Wallet Pledges $1 Million 
857,2017-11-02,Bitcoin Just A Bubble? Credit Suisse CEO’s Prediction 
858,2017-11-02,Amazon Subsidiary Registers Three Additional Cryptocurrency-Related Web Domains 
859,2017-11-01,Blockchain Explained | What is A Blockchain? 
860,2017-11-01,Blockchain 101 | Everything You Need To Know About Blockchain Technology 
861,2017-11-01,Swiss Startup Etherisc Offers Blockchain Flight Delay Insurance To Devcon3 
862,2017-11-01,Blockchain Explained | Why You Should Use a Blockchain 
863,2017-11-01,Blockchain 101 | The Basics of Blockchain Technology 
864,2017-11-01,Blockchain 101 | What is a Digital Ledger? 
865,2017-11-01,London Stock Exchange Group Exec: Fiat Currencies Are Hampering Blockchain Innovation 
866,2017-10-31,Ethereum ETN Offered by UK Asset Manager 
867,2017-10-24,Urbit: Virtual Server Makes The Shift to Ethereum 
868,2017-10-23,The Future? Bitcoin-Ethereum Swap Code Now Available 
869,2017-10-23,$280: Ether Price One-Month Low 
870,2017-10-20,"Taiwan Semiconductor Manufacturing Co. Reports Strong 3Q Revenue, Credits Cryptocurrency Mining "
871,2017-10-20,"Ether Prices Remain Strong, Despite Technical Headwinds "
872,2017-10-20,A New Blockchain Allegiance: Circle Acquires Trigger Finance 
873,2017-10-20,Time Running Out: What’s Left To Do Before Byzantium 
874,2017-10-18,Byzantium Update Sucess? Not Quite Yet. 
875,2017-10-18,Hewlett Packard Enterprise and 47 Others Join The Enterprise Ethereum Alliance 
876,2017-10-18,Close To The Wire: Revised Parity Software Finally Released 
877,2017-10-18,Byzantium: Ethereum’s Blockchain Software Update Achieved 
878,2017-10-18,Parity Founder Calls For Cautious Approaches To Future Forks 
879,2017-10-17,"Alternative Ethereums, holding steady "
880,2017-10-17,"As Hard Fork Closes In, Ethereum Developers Hit a Bump with Geth. "
881,2017-10-17,"Byzantium: Smooth Sailing, So Far "
882,2017-10-16,New University Rewards Program Offers Ether To Students 
883,2017-10-16,"Pre-Fork Bullish Momentum Fall, Investors Moving Cautiously. "
884,2017-10-13,Ethereum’s Confidence High: Will The Blockchain Split Occur? 
885,2017-10-10,"Ether Gaining Strength, Back Above $300. "
886,2017-07-12,A Crash in the Cryptocurrency Industry Might Actually Be a Good Thing 
887,2017-07-10,3 Altcoins That Have Potential To Be The Next Ethereum Or Bitcoin 
888,2017-07-07,This is Why Ethereum is Rising Above Bitcoin 
889,2017-07-05,Cryptocurrency: Exchange Hack Leads To Hefty Losses 
890,2017-06-06,A Potential Reason Behind Bitcoin’s Surge 
